page,origin,inherited,line,element,name,type,handler,destination,disabled
"BuyerPeekRequests.jsx","src\components\peekThreads\ResponsePeekBindingQueue.jsx","true","81","AlertDialog","Which requests does this Peek answer? Select up to 25 requests for {active?.parentTitle} . Buyers receive one notification even when several requests are answered. ( <ListRowsSkeleton rows={4} className=""p-2"" label=""Loading matching Peek Requests"" /> ) candidates.isError ? ( <p className=""rounded-xl bg-destructive/10 p-3 text-sm text-destructive"">Matching requests could not be loaded.</p> ) : ( <div className=""space-y-2""> {(candidates.data || []).map((item) => { const checked = selected.includes(item.requestId); return ( <label key={item.requestId} className={`flex cursor-pointer gap-3 rounded-xl border p-3 ${checked ? 'border-primary bg-primary/5' : 'border-border'}`}> <input type=""checkbox"" aria-label={`Select Peek request: ${item.body}`} checked={checked} onChange={() => toggle(item.requestId)} className=""mt-1 h-4 w-4"" /> <span className=""min-w-0 flex-1""> <span className=""flex flex-wrap items-center gap-2""><Badge variant=""secondary"">{peekRequestCategoryLabel(item.category)}</Badge><span className=""text-xs font-semibold text-primary"">{item.supporterCount} interested</span></span> <span className=""mt-2 block text-sm font-semibold"">{item.body}</span> </span> </label> ); })} {!candidates.data?.length && <p className=""p-4 text-center text-sm text-muted-foreground"">No eligible requests remain for this listing.</p>} </div> ) Cancel <><Loader2 className=""mr-2 h-4 w-4 animate-spin"" />Publishing</> <><CheckCircle2 className=""mr-2 h-4 w-4"" />Publish response</>","","","",""
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","135","Button","Try again","button","() => activity.refetch()","",""
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","141","Button","Browse listings","button","","",""
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","141","Link","Browse listings","","","/search",""
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","183","Button","View listing","button","","",""
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","183","Link","View listing","","","`${parentPath(item)}#peek-threads`",""
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","188","Button","Remove interest","button","() => withdraw.mutate(item.requestId)","","withdraw.isPending"
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","198","Button","<><Loader2 className=""mr-2 h-4 w-4 animate-spin"" />Loading</> 'Load more requests'","button","() => activity.fetchNextPage()","","activity.isFetchingNextPage"
"BuyerPeekRequests.jsx","src\components\peekThreads\MyPeekRequestsQueue.jsx","true","204","Button","Retry loading more","button","() => activity.fetchNextPage()","",""
"BuyerPeekRequests.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","42","Button","<Loader2 className=""mr-2 h-4 w-4 animate-spin"" /> <Eye className=""mr-2 h-4 w-4"" /> Watch Peek","button","load","","loading"
"BuyerPeekRequests.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","55","button","Close Response Peek","button","() => setOpen(false)","",""
"BuyerPeekRequests.jsx","src\components\peekThreads\ResponsePeekWatchButton.jsx","true","78","Button","Try again","button","load","",""
"CarDetail.jsx","src\components\listings\ListingDetailLayout.jsx","true","31","Button","Try again","button","onRetry","",""
"CarDetail.jsx","src\components\listings\ListingDetailLayout.jsx","true","44","Link","Browse more","","","fallback",""
"CarDetail.jsx","src\components\listings\ListingDetailLayout.jsx","true","68","Link","{content}","","","`/seller/${encodeURIComponent(sellerId)}`",""
"CarDetail.jsx","src\components\layout\BackButton.jsx","true","16","button","label","button","handleBack","",""
"CarDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","114","button","'Read less' 'Read more'","button","() => setExpanded((value) => !value)","",""
"CarDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","164","a","Open in Google Maps","","","mapsUrl",""
"CarDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","224","Link","{profile}","","","resolvedProfilePath",""
"CarDetail.jsx","src\components\listings\ListingDetailTabs.jsx","true","228","Link","{profileLabel}","","","resolvedProfilePath",""
"CarDetail.jsx","src\components\search\SearchResultsMap.jsx","true","109","button","Close listing preview","button","onClose","",""
"CarDetail.jsx","src\components\search\SearchResultsMap.jsx","true","112","button","( <img src={image} alt="""" loading=""eager"" decoding=""async"" className=""h-full w-full object-cover"" /> ) ( <span className=""flex h-full items-center justify-center""><ImageOff className=""h-6 w-6 text-muted-foreground"" /></span> ) {visual.label} {item.title} 'View service' 'View listing'","button","onOpen","",""
"CarDetail.jsx","src\components\search\SearchResultsMap.jsx","true","340","button","Retry","button","() => setRetryKey((value) => value + 1)","",""
"CarDetail.jsx","src\components\search\SearchResultsMap.jsx","true","355","Link","{listing.title}","","","detailPath(listing, type)",""
